Accessible Entrances,Accessible Washrooms,Accessible Parking,Individual Service,Wait Accommodations,location_name,city,website,phone,postal_code,address,province,monday,tuesday,wednesday,thursday,friday,latitude,longitude
Yes,Yes,No,Yes,Yes,1937 Portobello Boulevard - Shoppers Drug Mart,Orleans,https://stores.shoppersdrugmart.ca/en/store/1254/,613-590-1626,K4A 4W9,1937 Portobello Boulevard,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,45.4680525,-75.465799
Yes,Yes,No,No,Yes,2751 Eglinton Ave East - Shoppers Drug Mart,Scarborough,https://stores.shoppersdrugmart.ca/en/store/859/,416-267-8211,"M1J 2C7 ",2751 Eglinton Ave East,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.7363941,-79.247494
No,No,Yes,Yes,Yes,629 Markham Road - Shoppers Drug Mart,Scarborough,https://stores.shoppersdrugmart.ca/en/store/800/,416-439-2121,"M1H 2A4  ",629 Markham Road,ON,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,43.7609483,-79.224056
Yes,No,Yes,Yes,Yes,2301 Kingston Road - Shoppers Drug Mart,Scarborough,https://stores.shoppersdrugmart.ca/en/store/1382/,416-269-2171,M1N 1V1,2301 Kingston Road,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.7067404,-79.250137
Yes,Yes,No,No,Yes,1780 Markham Road - Shoppers Drug Mart,Scarborough,https://stores.shoppersdrugmart.ca/en/store/1381/,416-412-1780,M1B 2W2,1780 Markham Road,ON,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,43.7948226,-79.240533
Yes,No,No,Yes,Yes,579 Lakeshore Road East - Shoppers Drug Mart,Mississauga,https://stores.shoppersdrugmart.ca/en/store/1275/,905-278-5506,L5G 1H9,579 Lakeshore Road East,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.5687599,-79.569212
Yes,Yes,No,No,No,3980 Grand Park Drive - Shoppers Drug Mart,Mississauga,https://stores.shoppersdrugmart.ca/en/store/908/,905-566-9600,"L5B 4M6 ",3980 Grand Park Drive,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.5809762,-79.64907
Yes,Yes,Yes,Yes,Yes,2470 Hurontario Street - Shoppers Drug Mart,Mississauga,https://stores.shoppersdrugmart.ca/en/store/776/,905-896-2500,L5B 0H2,2470 Hurontario Street,ON,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,43.5770629,-79.612748
Yes,Yes,Yes,Yes,Yes,700 Burnhamthorpe Road East - Shoppers Drug Mart,Mississauga,https://stores.shoppersdrugmart.ca/en/store/774/,905-279-1812,L4Y 2X3,700 Burnhamthorpe Road East,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.607815,-79.617662
No,No,Yes,Yes,No,2148 Carling Avenue. Unit #1 - Shoppers Drug Mart,Ottawa,https://stores.shoppersdrugmart.ca/en/store/622/,613-725-9990,K2A 1H1,"2148 Carling Avenue, Unit 1",ON,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,45.3694167,-75.768771
Yes,Yes,No,Yes,Yes,1309 Carling Avenue - Shoppers Drug Mart,Ottawa,https://stores.shoppersdrugmart.ca/en/store/628/,613-722-4277,K1Z 7L3,1309 Carling Avenue,ON,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,45.3867692,-75.735523
Yes,No,Yes,Yes,Yes,1102 Klondike Road - Shoppers Drug Mart,Kanata,https://stores.shoppersdrugmart.ca/en/store/1324/,613-592-6010,K2K 1X7,1102 Klondike Road,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,45.3545129,-75.932693
Yes,No,Yes,Yes,Yes,51 King William Street - Shoppers Drug Mart,Huntsville,https://stores.shoppersdrugmart.ca/en/store/647/,705-789-4471,P1H 1G4,51 King William Street,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,45.3321536,-79.207277
Yes,No,Yes,No,Yes,11965 Hurontario Street - Shoppers Drug Mart,Brampton,https://stores.shoppersdrugmart.ca/en/store/1177/?utm_source=G&utm_medium=lpm&utm_campaign=LPM_SDM,905-495-0311,L6Z 4P7,11965 Hurontario Street,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.7338349,-79.823181
Yes,Yes,No,No,Yes,Junction Chemist Pharmacy,Toronto,https://www.junctionchemist.com/,647-748-3784,M6P 1T7,17 St Johns Road,ON,09:00-19:00,09:00-19:00,09:00-19:00,10:00-18:00,10:00-18:00,43.6652578,-79.473926
No,No,No,Yes,No,Extra Mile Pharmacy,Mississauga,https://extra-mile-pharmacy-medical-centre.business.site/,905-785-7888,L5N 7C7,#6-2980 Crosscurrent Drive,ON,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,43.5946885,-79.779096
No,Yes,No,Yes,No,Whole Health Pharmacy (Cooksville),Mississauga,https://wholehealthcooksville.ca/,905-275-2273,L5B 1J2,"250 Dundas Street West, Unit 106",ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-18:00,43.5748347,-79.622093
Yes,No,No,Yes,Yes,Liberty Market Pharmacy,Toronto,http://www.libertymarketpharmacy.com/,416-984-4147,M6K 3P6,"171 East Liberty Street, Unit 102",ON,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00,08:30-19:00,43.638221,-79.417591
No,Yes,Yes,Yes,Yes,Hybrid Pharm,Ottawa,https://hybridpharm.com/,613-695-4923,K1Z 6X6,318 Richmond Road,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,45.3923594,-75.752901
Yes,Yes,Yes,No,No,Cedarview Pharmacy,Nepean,http://myownpharmacy.ca/guardian/,613-823-1700,K2J 0V2,12 - 4100 Strandherd Drive,ON,08:30-20:00,08:30-20:00,08:30-20:00,08:30-20:00,08:30-18:00,45.260328,-75.768205
Yes,No,No,Yes,Yes,2600 Eglinton Ave West - Medicine Shoppe,Toronto,https://www.medicineshoppe.ca/en/ontario/toronto/the-medicine-shoppe-pharmacy-134-7014226?utm_source=Google&utm_medium=maps&utm_campaign=Local_Presence,416-651-6511,M6M 1T5,2600 Eglinton Ave West,ON,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,43.6908715,-79.472981
No,Yes,No,No,No,5303 Canotek Road #19 - Medicine Shoppe,Ottawa,https://www.medicineshoppe.ca/en/ontario/ottawa/the-medicine-shoppe-pharmacy-143-7009763,613-745-5905,K1J 9M1,"5303 Canotek Road, Unit 19",ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,45.4529502,-75.588505
Yes,No,Yes,No,Yes,Village Square Pharmacy,Mississauga,www.villagesquaremedical.ca,905-567-1500,L5M 1X3,10 Main Street,ON,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,43.581581,-79.712722
No,Yes,Yes,No,No,1615 Orleans Boulevard -  Rexall,Orleans,https://www.rexall.ca/storelocator/store/95,,K1C 7E2,1615 Orleans Boulevard,ON,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,45.4604249,-75.524721
Yes,No,No,Yes,No,4459 Kingston Road - Rexall,Scarborough,https://www.rexall.ca/storelocator/store/109,,M1E 2N7,4459 Kingston Road,ON,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,43.7686389,-79.187367
Yes,Yes,No,No,No,250 Wincott Drive - Rexall,Weston,https://www.rexall.ca/storelocator/store/0869/,,M9R 2R5,250 Wincott Drive,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.67961,-79.546611
Yes,Yes,No,No,No,545 Steeles Avenue West - Rexall,Brampton,https://www.rexall.ca/storelocator/store/980,,L6Y 4E7,"545 Steeles Avenue West, Unit A01",ON,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,43.6547754,-79.743931
No,No,Yes,Yes,No,901 Eglinton Avenue West  - Rexall,Toronto,https://www.rexall.ca/storelocator/store/3012/,,M6C 2C1,901 Eglinton Avenue West,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.7004107,-79.427075
No,No,No,No,Yes,90 Copper Creek Drive - Rexall,Markham,https://www.rexall.ca/storelocator/store/6933,,L6B 0P2,90 Copper Creek Drive,ON,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,43.8671934,-79.228814
No,Yes,Yes,Yes,Yes,286 Bunting Road - Shoppers Drug Mart,St. Catharines,https://stores.shoppersdrugmart.ca/en/store/792/,905-688-6733,L2M 7S5,"286 Bunting Road, Unit 22",ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.178693,-79.209683
Yes,No,Yes,No,No,5175 Victoria Ave - Shoppers Drug Mart,Niagara Falls,https://stores.shoppersdrugmart.ca/en/store/1411/,905-356-5096,L2E 4E4,"5175 Victoria Avenue, Unit 1",ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.099437,-79.074375
Yes,No,No,No,Yes,395 Southdale Road East - Shoppers Drug Mart,London,https://stores.shoppersdrugmart.ca/en/store/1072/,519-685-1160,N6E 1A2,395 Southdale Road East,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,42.941387,-81.2440769
Yes,No,No,No,No,3090 Colonel Talbot Road - Shoppers Drug Mart,London,https://stores.shoppersdrugmart.ca/en/store/1401/,519-652-9083,N6P 0B3,3090 Colonel Talbot Road,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,42.934354,-81.3165789
Yes,Yes,No,No,No,603 Fanshawe Park Road - Shoppers Drug Mart,London,https://stores.shoppersdrugmart.ca/en/store/1328/,519-657-9973,N6G 5B3,603 Fanshawe Park Road West,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.019914,-81.310375
Yes,No,Yes,Yes,Yes,235 Ira Needles Boulevard - Shoppers Drug Mart,Kitchener,https://stores.shoppersdrugmart.ca/en/store/1438/,519-744-4001,N2N 0B2,235 Ira Needles Boulevard,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.424352,-80.5533021
Yes,No,Yes,No,Yes,550 King St. North - Shoppers Drug Mart,Waterloo,https://stores.shoppersdrugmart.ca/en/store/728/,519-886-6130,N2L 5W6,"550 King Street North, Major 4A",ON,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,43.497637,-80.5252549
Yes,No,No,Yes,Yes,3100 Howard Ave. - Shoppers Drug Mart,Windsor,https://stores.shoppersdrugmart.ca/en/store/760/,519-969-4523,N8X 3Y8,3100 Howard Avenue,ON,09:00-20:00,09:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,42.273219,-83.0019906
No,No,Yes,Yes,No,7720 Tecumseh Road East - Shoppers Drug Mart,Windsor,https://stores.shoppersdrugmart.ca/en/store/761/,519-945-2371,N8T 1E9,7720 Tecumseh Road East,ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,42.314861,-82.9348395
No,No,Yes,No,Yes,1760 Huron Church Road - Shoppers Drug Mart,Windsor,https://stores.shoppersdrugmart.ca/en/store/1467/,519-253-5653,N9C 2L4,1760 Huron Church Road,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,42.284426,-83.0556402
No,No,No,No,Yes,1500 King St East - Shoppers Drug Mart,Cambridge,https://stores.shoppersdrugmart.ca/en/store/979/,519-653-9700,N3H 3R5,1500 King Street East,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.389663,-80.3465977
No,No,No,No,Yes,416 St. Clair St. - Shoppers Drug Mart,Chatham,https://stores.shoppersdrugmart.ca/en/store/713/,519-352-3200,N7L 3K5,"416 St. Clair Street ",ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,42.415016,-82.2015738
No,Yes,Yes,No,Yes,2600 Lakeshore Road - Shoppers Drug Mart,Sarnia,https://stores.shoppersdrugmart.ca/en/store/718/,519-869-4224,N0N 1C0,2600 Lakeshore Road,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.028211,-82.2557008
No,No,Yes,Yes,No,1206 Michigan Ave. - Shoppers Drug Mart,Sarnia,https://stores.shoppersdrugmart.ca/en/store/1437/,519-541-9064,N7S 6M7,1206 Michigan Avenue,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.000351,-82.3645663
Yes,Yes,No,No,No,107 Edward St. - Shoppers Drug Mart,St. Thomas,https://stores.shoppersdrugmart.ca/en/store/738/,519-633-4402,N5P 1Y8,107 Edward Street,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,42.785215,-81.175989
No,No,No,No,No,320 Colborne St. West - Shoppers Drug Mart,Brantford,https://stores.shoppersdrugmart.ca/en/store/1152/,519-759-8133,N3T 1M2,320 Colborne Street West,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.129665,-80.2867931
No,No,Yes,No,Yes,511 Huron St. - Shoppers Drug Mart,Stratford,https://stores.shoppersdrugmart.ca/en/store/1444/,519-271-9195,N5A 5T8,511 Huron Street,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.379241,-81.0023119
Yes,Yes,No,Yes,Yes,333 Dundas St. - Shoppers Drug Mart,Woodstock,https://stores.shoppersdrugmart.ca/en/store/1171/,519-537-3491,N4S 1B5,333 Dundas Street,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.129747,-80.7626478
Yes,Yes,Yes,No,No,Glen Cade Pharmacy,Etobicoke,https://glencadepharmacy.ca/,416-622-2111,M9C 1C6,290 The West Mall,ON,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,43.63484,-79.5627
No,Yes,Yes,Yes,No,Vanier Pharmacy,Ottawa,http://www.vanierpharmacy.ca,613-746-8102,K1L 8H3,"355 Montreal Road, Unit 101",ON,09:00-18:00,09:00-18:00,09:00-20:00,09:00-18:00,09:00-18:00,45.438437,-75.655478
No,Yes,Yes,Yes,No,784 Taunton Road East  - Shoppers Drug Mart,Oshawa,https://stores.shoppersdrugmart.ca/en/store/1249/,905-435-0305,L1K 1B7,784 Taunton Road East,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.939923,-78.851447
No,Yes,No,No,Yes,95 Williamson Drive West - Shoppers Drug Mart,Ajax,https://stores.shoppersdrugmart.ca/en/store/1413/,905-428-3572,L1T 0K9,95 Williamson Drive West,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.884544,-79.045997
No,Yes,No,No,No,910 Dundas St. West  - Shoppers Drug Mart,Whitby,https://stores.shoppersdrugmart.ca/en/store/675/,905-430-7550,L1P 1P7,910 Dundas Street West,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.876503,-78.962747
Yes,Yes,No,Yes,No,775 Strand Boulevard. - Shoppers Drug Mart,Kingston,https://stores.shoppersdrugmart.ca/en/store/1144/,613-384-7477,K7P 2S7,775 Strand Boulevard,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,44.251776,-76.5932
Yes,Yes,Yes,No,Yes,1201 Division St. - Shoppers Drug Mart,Kingston,https://stores.shoppersdrugmart.ca/en/store/604/,613-546-3544,K7K 6X4,1201 Division Street,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,44.265649,-76.4966
Yes,Yes,No,No,Yes,150 Sidney St. - Shoppers Drug Mart,Belleville,https://stores.shoppersdrugmart.ca/en/store/987/,613-962-3406,K8P 5E2,150 Sidney Street,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,44.158991,-77.398424
Yes,Yes,No,Yes,No,741 Lansdowne St. West - Shoppers Drug Mart,Peterborough,https://stores.shoppersdrugmart.ca/en/store/614/,705-748-6141,K9J 1Z2,741 Lansdowne Street West,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,44.284028,-78.334799
Yes,No,Yes,No,No,8965 Chinguacousy Road - Shoppers Drug Mart,Brampton,https://stores.shoppersdrugmart.ca/en/store/1092/,905-454-1620,L6Y 0J2,8965 Chinguacousy Road,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.665987,-79.779806
Yes,Yes,No,No,Yes,Humber River Hospital - Church Street,North York,https://www.hrh.ca/covid-19/,416-243-4333,M9N 1N8,"200 Church Street ",ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,43.709845,-79.510333
No,Yes,Yes,Yes,No,10970 Airport Road - Shoppers Drug Mart,Brampton,https://stores.shoppersdrugmart.ca/en/store/1369/,905-793-0308,L6R 0E1,10970 Airport Road,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.781747,-79.749869
Yes,Yes,No,No,Yes,Thorncliffe Park Temporary Testing Site,Toronto,https://ethp.ca/main/covid19-testing,647-477-1640,M4H 1C3,"45 Overlea Boulevard, Unit 108A",ON,13:00-19:00,13:00-19:00,13:00-19:00,13:00-19:00,13:00-19:00,43.705989,-79.346028
Yes,Yes,No,Yes,No,5033 Hurontario St. - Shoppers Drug Mart,Mississauga,https://stores.shoppersdrugmart.ca/en/store/1100/,905-890-1313,L4Z 3X7,5033 Hurontario Street,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.608005,-79.652364
Yes,Yes,Yes,No,No,Downtown Oshawa COVID-19 Assessment Centre,Oshawa,https://www.lakeridgehealth.on.ca/en/patientsandvisitors/novel-coronavirus-2019-ncov.asp,,L1G 7W8,1 Mary Street North,ON,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,43.899,-78.860461
Yes,No,Yes,No,No,2206 Lake Shore Boulevard. - Shoppers Drug Mart,Etobicoke,https://stores.shoppersdrugmart.ca/en/store/1421/,416-259-1330,M8V 1A4,2206 Lake Shore Boulevard West,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.622862,-79.481943
Yes,Yes,No,No,Yes,Norfolk General Hospital Assessment Centre,Simcoe,http://www.ngh.on.ca,519-426-0130 ext. 2234,N3Y 1T7,365 West Street,ON,08:00-16:00,08:00-16:00,08:00-16:00,,08:00-16:00,42.835299,-80.314353
Yes,No,Yes,Yes,Yes,8601 Warden Ave. - Shoppers Drug Mart,Markham,https://stores.shoppersdrugmart.ca/en/store/920/,905-479-0772,L3R 0B5,8601 Warden Avenue,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.857558,-79.331709
No,No,Yes,Yes,No,North Grenville COVID-19 Assessment Centre,Kemptville,,,K0G 1J0,15 Campus Drive,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,45.007208,-75.638478
Yes,Yes,No,No,No,5100 Rutherford Road - Shoppers Drug Mart,Woodbridge,https://stores.shoppersdrugmart.ca/en/store/700/,905-893-2866,L4H 2J2,5100 Rutherford Road,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.817324,-79.602129
No,No,No,Yes,Yes,Scarborough Health Network - General Hospital,Scarborough,https://www.shn.ca/covid19-assess/,416-495-2601,M1P 2V5,3050 Lawrence Avenue East,ON,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,43.756857,-79.246924
Yes,Yes,No,Yes,Yes,8000 Bathurst St. - Shoppers Drug Mart,Thornhill,https://stores.shoppersdrugmart.ca/en/store/965/,905-882-0201,L4J 0B8,8000 Bathurst Street,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.816045,-79.451932
Yes,Yes,No,No,Yes,The Wellington Assessment Centre - Harriston,Harriston,http://www.whcacovid.com,519-843-8160,N0G 1Z0,"83 Arthur Street West ",ON,,09:00-12:30 & 13:30-17:00,,09:00-12:30 & 13:30-17:00,,43.910751,-80.87346
Yes,Yes,No,Yes,No,2920 Major Mackenzie Drive - Shoppers Drug Mart,Markham,https://stores.shoppersdrugmart.ca/en/store/1385/,905-927-7161,L6C 0G6,2920 Major MacKenzie Drive East,ON,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,09:00-00:00,43.885871,-79.370284
No,Yes,No,Yes,Yes,Rapids Family Health Team COVID-19 Assessment Centre,Sarnia,https://testing.getcorigan.ca/,519-491-5395,N7S 3A7,1150 Pontiac Drive,ON,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,12:00-20:00,42.981034,-82.360976
Yes,Yes,No,No,Yes,831 Big Bay Point Road - Shoppers Drug Mart,Barrie,https://stores.shoppersdrugmart.ca/en/store/1231/,705-726-5343,L4N 0G5,831 Big Bay Point Road,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,44.363675,-79.615731
Yes,No,No,No,No,St. Joseph’s Healthcare Hamilton’s Mountain COVID-19 Testing Centre,Hamilton,http://www.HamiltonCovidTest.ca,905-974-9848,L9C 0E5,135 Fennell Avenue West,ON,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,43.238522,-79.887703
Yes,No,Yes,Yes,Yes,7 Clair Road West - Shoppers Drug Mart,Guelph,https://stores.shoppersdrugmart.ca/en/store/1213/,519-763-3431,N1L 0A6,7 Clair Road West,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.500872,-80.190589
No,Yes,Yes,No,No,511 Muskoka Road South - Shoppers Drug Mart,Gravenhurst,https://stores.shoppersdrugmart.ca/en/store/1345/,705-687-2838,P1P 1J8,511 Muskoka Road South,ON,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,44.916003,-79.372853
Yes,No,Yes,No,No,1090 King St. West - Shoppers Drug Mart,Toronto,https://stores.shoppersdrugmart.ca/en/store/1005/,416-977-4101," M6K 0C7",1090 King St. West,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.64017,-79.422434
No,No,No,No,Yes,390 Queen's Quay West - Shoppers Drug Mart,Toronto,https://stores.shoppersdrugmart.ca/en/store/1321/,416-260-2766," M5V 3A6","390 Queen's Quay West, Unit 110",ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.638124,-79.390814
Yes,Yes,No,No,Yes,388 King St. West - Shoppers Drug Mart,Toronto,https://stores.shoppersdrugmart.ca/en/store/1320/,416-597-6550," M5V 1K2",388 King Street West,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.646155,-79.392523
Yes,No,No,No,No,279 Yonge St. - Shoppers Drug Mart,Toronto,https://stores.shoppersdrugmart.ca/en/store/1402/,416-591-1733,M5B 1N8,279 Yonge Street,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.655654,-79.380294
Yes,Yes,Yes,Yes,No,951 Bay St. - Shoppers Drug Mart,Toronto,https://stores.shoppersdrugmart.ca/en/store/1149/,416-925-0881,M5S 0E1,"951 Bay Street, Unit G41",ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.66471,-79.386957
No,No,No,Yes,No,970 Queen St. East - Shoppers Drug Mart,Toronto,https://stores.shoppersdrugmart.ca/en/store/823/,416-462-0062,M4M 1J8,970 Queen Street East,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.661197,-79.340348
No,No,No,Yes,No,593 Dundas St. East - Shoppers Drug Mart,Toronto,https://stores.shoppersdrugmart.ca/en/store/1489/,416-214-9440,M5A 3H6,"593 Dundas Street East, South Tower",ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.660233,-79.361351
Yes,Yes,Yes,Yes,No,2345 Yonge St. - Shoppers Drug Mart,Toronto,https://stores.shoppersdrugmart.ca/en/store/841/,416-487-5411,M4P 1E4,2345 Yonge Street,ON,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,43.708848,-79.398383
No,No,Yes,Yes,Yes,1084 Wilson Ave. - Shoppers Drug Mart,Toronto,https://stores.shoppersdrugmart.ca/en/store/820/,416-633-9884,M3K 1G6,1084 Wilson Avenue,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.728226,-79.480708
No,No,No,No,No,3975 Jane St. - Shoppers Drug Mart,North York,https://stores.shoppersdrugmart.ca/en/store/840/,416-630-2553,M3N 2K1,3975 Jane Street,ON,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,43.7561,-79.515802
Yes,No,No,No,No,946 Lawrence Ave. East - Shoppers Drug Mart,Toronto,https://stores.shoppersdrugmart.ca/en/store/1330/,416-444-4445,M3C 1R1,946 Lawrence Avenue East,ON,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,43.737262,-79.345868
No,No,Yes,Yes,No,2110 Rymal Road East - Shoppers Drug Mart,"Hamilton ",https://stores.shoppersdrugmart.ca/en/store/1233/,905-692-1214,L0R 1P0,2110 Rymal Road East,ON,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,43.176316,-79.791996
No,No,No,No,Yes,101 Osler Drive - Shoppers Drug Mart,Dundas,https://stores.shoppersdrugmart.ca/en/store/742/,905-628-2251,L9H 4H4,"101 Osler Drive, Unit 102",ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.257082,-79.942283
Yes,Yes,No,No,No,269 Erie St. South - Shoppers Drug Mart,Leamington,https://stores.shoppersdrugmart.ca/en/store/1117/,519-326-2663,N8H 3C4,269 Erie Street South,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,42.038085,-82.601806
Yes,Yes,No,No,No,185 King George Road - Shoppers Drug Mart,Brantford,https://stores.shoppersdrugmart.ca/en/store/1158/,519-753-8411,N3R 7R9,"185 King George Road, Unit 1",ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.172742,-80.278776
No,Yes,No,Yes,No,50 Weber St. North - Shoppers Drug Mart,Waterloo,https://stores.shoppersdrugmart.ca/en/store/1193/,519-880-8083,N2J 3G7,50 Weber Street North,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.470754,-80.512545
No,No,Yes,Yes,No,2501 Third Line - Shoppers Drug Mart,Oakville,https://stores.shoppersdrugmart.ca/en/store/1271/,905-465-3000,L6M 5A9,"2501 Third Line, Building B",ON,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,43.449786,-79.759353
No,Yes,No,No,No,2525 Prince Michael Drive - Shoppers Drug Mart,Oakville,https://stores.shoppersdrugmart.ca/en/store/1203/,905-257-3938,L6H 0E9,2525 Prince Michael Drive,ON,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,08:00-00:00,43.498579,-79.707085
